nombre;sexe;annee;prenoms;nombre_total_cumule
5;F;2015;Maissa;5
80;M;2013;Théo;80
9;M;2011;Adrian;9
7;F;2017;Baya;7
6;M;2021;Aïden;6
5;M;2011;Franklin;5
57;F;2010;Fatoumata;57
35;M;2015;Matteo;35
39;M;2013;Tom;39
5;M;2011;Aiden;5
6;M;2017;Calixte;6
6;M;2021;Isidore;6
19;M;2011;Gaston;19
14;M;2010;Gaëtan;14
25;F;2015;Mélina;25
41;F;2013;Valentina;41
5;F;2011;Aimée;5
5;F;2017;Calypso;5
6;M;2021;Jim;6
22;F;2011;Giulia;22
25;F;2010;Hannah;25
5;M;2015;Moulay;5
6;F;2013;Wendy;6
29;M;2011;Alex;29
18;M;2017;Camil;18
5;F;2021;Amélie;5
30;F;2011;Hanna;30
16;M;2010;Idriss;16
41;F;2015;Myriam;41
13;F;2013;Zahra;13
203;F;2011;Alice;203
191;F;2017;Chloé;191
5;F;2021;Elie;5
7;M;2011;Harry;7
6;M;2010;Igor;6
84;M;2015;Naël;84
90;M;2014;Aaron;90
6;F;2011;Alissa;6
23;F;2017;Claire;23
5;F;2021;Grâce;5
8;F;2011;Hermine;8
41;F;2010;Ines;41
24;M;2015;Nino;24
344;M;2014;Adam;344
6;F;2011;Alizée;6
60;F;2017;Clémence;60
5;F;2021;Ivana;5
16;M;2011;Idriss;16
16;M;2010;Jonas;16
14;F;2015;Noor;14
99;M;2014;Adrien;99
9;M;2011;Aloïs;9
8;F;2017;Coumba;8
5;F;2021;Justine;5
43;F;2011;Ines;43
9;F;2010;June;9
79;F;2015;Nour;79
17;M;2014;Alexander;17
119;F;2011;Anaïs;119
23;M;2017;Diego;23
5;M;2021;Abd;5
75;M;2011;Jean;75
8;M;2010;Keziah;8
5;F;2015;Nourane;5
9;M;2014;Aloïs;9
7;F;2011;Andrea;29
8;F;2017;Ela;8
5;M;2021;Eliam;5
6;M;2011;Josh;6
9;M;2010;Lamine;9
16;M;2015;Pablo;16
5;F;2014;Alyah;5
7;F;2011;Angela;7
19;F;2017;Elia;19
5;M;2021;Harouna;5
12;F;2011;June;12
63;M;2010;Léon;63
5;M;2015;Ramy;5
27;M;2014;Anatole;27
23;F;2011;Angèle;23
47;F;2017;Ella;47
5;M;2021;Imad;5
5;F;2011;Laurine;5
11;M;2010;Leonardo;11
9;F;2015;Serena;9
5;F;2014;Ange;13
5;F;2011;Antonia;5
6;F;2017;Flora;6
5;M;2021;Miguel;5
70;F;2011;Léna;70
8;F;2010;Lilas;8
7;F;2015;Shirel;7
95;F;2014;Apolline;95
74;F;2011;Apolline;74
13;F;2017;Georgia;13
5;M;2021;Seydina;5
9;F;2011;Lia;9
81;F;2010;Lisa;81
14;M;2015;Sofiane;14
6;M;2014;Arié;6
122;M;2011;Augustin;122
18;M;2017;Hayden;18
5;M;2021;Shams;5
14;F;2011;Lili;14
6;F;2010;Ludmila;6
6;F;2015;Sofya;6
9;F;2014;Assya;9
19;M;2011;Aurèle;19
8;M;2017;Ian;8
5;M;2021;Sidy;5
154;F;2011;Lina;154
5;F;2010;Maéva;5
19;F;2015;Soline;19
100;M;2014;Axel;100
21;F;2011;Axelle;21
10;M;2017;Imrane;10
8;M;2004;Scott;8
191;M;2011;Lucas;191
5;F;2010;Malika;5
67;M;2015;Ulysse;67
8;M;2014;Aymeric;8
17;M;2011;Aymeric;17
6;F;2017;Irina;6
19;F;2004;Sidonie;19
9;M;2011;Lyes;9
7;F;2010;Matilda;7
6;F;2015;Zoë;6
25;M;2014;Balthazar;25
5;F;2011;Bella;5
7;F;2017;Isabella;7
5;F;2004;Sira;5
7;F;2011;Maïlys;7
92;M;2010;Maxence;92
17;M;2016;Abdoulaye;17
23;F;2014;Bianca;23
6;M;2011;Brieuc;6
9;F;2017;Isabelle;9
6;M;2004;Tim;6
26;M;2011;Marc;26
13;F;2010;Maylis;13
20;M;2016;Aboubacar;20
9;F;2014;Candice;9
7;M;2011;Chahine;7
7;M;2017;Jack;7
102;M;2004;Tom;102
113;M;2011;Martin;113
6;M;2010;Melchior;6
74;M;2016;Adrien;74
5;F;2014;Caroline;5
9;M;2011;Christopher;9
15;F;2017;Jennah;15
11;M;2004;Vianney;11
9;F;2011;Mayssa;9
5;M;2010;Mike;5
8;F;2016;Agnès;8
217;F;2014;Chloé;217
51;F;2011;Constance;51
36;M;2017;Jonas;36
6;M;2004;Yanni;6
6;M;2011;Nathaniel;6
13;F;2010;Nesrine;13
7;M;2016;Aimé;7
7;F;2014;Cindy;7
6;F;2011;Eliana;6
6;F;2017;Kadiatou;6
17;M;2005;Abel;17
13;F;2011;Nell;13
5;F;2010;Nikita;11
9;F;2016;Amalia;9
14;M;2014;Clovis;14
32;F;2011;Ella;32
18;F;2017;Léana;18
87;F;2005;Adèle;87
10;M;2011;Nikita;10
27;M;2010;Nino;27
16;F;2016;Astrid;16
23;M;2014;Constantin;23
6;F;2011;Élodie;6
26;F;2017;Lilia;26
140;M;2005;Adrien;140
136;F;2011;Nina;136
13;F;2010;Norah;13
5;F;2016;Athénaïs;5
11;F;2014;Dana;11
10;F;2011;Emilia;10
17;F;2017;Lilya;17
13;M;2005;Allan;13
63;M;2011;Noam;63
55;F;2010;Olivia;55
5;F;2016;Ayana;5
47;M;2014;Daniel;47
14;M;2011;Ernest;14
13;M;2017;Lino;13
7;F;2005;Alyssia;7
47;M;2011;Nolan;47
7;F;2010;Orlane;7
16;M;2016;Bilal;16
13;F;2014;Domitille;13
18;M;2011;Etienne;18
10;F;2017;Liora;10
86;F;2005;Ambre;86
6;F;2011;Oriane;6
10;F;2010;Philomène;10
9;M;2016;Bilel;9
24;M;2014;Edouard;24
46;F;2011;Faustine;46
44;F;2017;Liv;44
6;M;2005;Angel;6
7;M;2011;Pacôme;7
7;M;2010;Prince;7
5;M;2016;Chahine;5
15;M;2014;Elio;15
13;M;2011;Georges;13
10;M;2017;Loris;10
55;M;2005;Antonin;55
19;M;2011;Raphael;19
15;F;2010;Rita;15
11;M;2016;Colin;11
7;F;2014;Elissa;7
32;M;2011;Guillaume;32
10;F;2017;Maram;10
6;F;2005;Aurélia;6
12;F;2011;Rita;12
103;F;2010;Rose;103
23;M;2016;Diego;23
16;M;2014;Florian;16
16;M;2011;James;16
59;M;2017;Marceau;59
23;M;2005;Aymeric;23
10;F;2011;Rokia;10
36;F;2010;Roxane;36
10;M;2016;El;10
12;M;2014;Gaston;12
9;F;2011;Khadidja;9
7;M;2017;Mark;7
6;F;2005;Célina;6
8;F;2011;Salimata;8
9;F;2010;Sadio;9
22;M;2016;Émile;22
12;F;2014;Ilyana;12
6;M;2011;Loris;6
12;F;2017;Marwa;12
24;F;2005;Coline;24
65;F;2011;Salomé;65
6;F;2010;Selena;6
32;M;2016;Ernest;32
5;F;2014;Imene;5
242;M;2011;Louis;242
5;M;2017;Maurice;5
6;F;2005;Coraline;6
28;M;2011;Sami;28
17;F;2010;Shana;17
5;M;2016;Flavio;5
6;F;2014;Jihane;6
16;F;2011;Louison;22
6;M;2017;Mohamed-Amine;6
42;M;2005;Daniel;42
30;M;2011;Sofiane;30
5;F;2010;Shayna;5
5;F;2016;Frida;5
40;M;2014;Joachim;40
22;F;2011;Lucile;22
5;F;2017;Morgane;5
10;F;2005;Eléa;10
8;F;2011;Tania;8
6;F;2010;Solange;6
6;M;2016;Giulian;6
7;F;2014;Joana;7
6;M;2011;Maceo;6
5;M;2017;Mouhamad;5
10;F;2005;Elia;10
10;M;2011;Téo;10
13;F;2010;Sonia;13
5;F;2016;Hania;5
7;M;2014;Kenzy;7
20;F;2011;Maïa;20
38;M;2017;Naïm;38
24;F;2005;Eloïse;24
25;F;2011;Tess;25
37;F;2010;Tess;37
7;M;2016;Harry;7
16;M;2014;Kevin;16
28;M;2011;Marin;28
30;F;2017;Naomi;30
77;F;2005;Emilie;77
5;M;2011;Theo;5
10;F;2010;Tiphaine;10
6;M;2016;Jassim;6
11;F;2014;Khadidja;11
24;F;2011;Marine;24
9;F;2017;Paola;9
6;F;2005;Erine;6
89;M;2011;Théo;89
85;M;2010;Valentin;85
10;M;2016;Jérémie;10
6;M;2014;Killian;6
42;M;2011;Mathias;42
5;F;2017;Perla;5
10;M;2005;Gaétan;10
7;M;2011;Tomas;7
22;M;2010;Younes;22
19;M;2016;Johan;19
12;M;2014;Lamine;12
7;F;2011;Melody;7
16;M;2017;Quentin;16
9;M;2005;Gaspar;9
5;M;2011;Tommy;5
24;F;2010;Zélie;24
29;M;2016;Joshua;29
7;F;2014;Leia;7
13;M;2011;Melvil;13
15;F;2017;Rita;15
5;F;2005;Gloria;5
8;F;2011;Vanessa;8
98;F;2011;Adèle;98
6;F;2016;Kadiatou;6
51;M;2014;Léonard;51
5;F;2011;Natacha;5
10;F;2017;Rokia;10
9;F;2005;Grâce;9
10;M;2012;Aboubakar;10
25;F;2011;Alexandra;25
5;M;2016;Killian;5
108;M;2014;Liam;108
6;M;2011;Nelson;6
11;F;2017;Rosa;11
7;M;2005;Jonah;7
5;M;2012;Abraham;5
10;M;2011;Alistair;10
7;F;2016;Leila;7
13;F;2014;Linda;13
9;F;2011;Nourane;9
14;F;2017;Rosalie;14
31;M;2005;Joshua;31
9;F;2012;Aïda;9
10;M;2011;Alix;10
12;F;2016;Leyna;12
5;F;2014;Loïs;5
12;M;2011;Oren;12
7;F;2017;Sacha;147
19;M;2005;Karl;19
10;F;2012;Aïssata;10
11;M;2011;Andreas;11
5;F;2016;Liz;5
5;F;2014;Lyla;5
8;F;2011;Paola;8
7;M;2017;Seydou;7
25;M;2005;Killian;25
5;M;2012;Allan;5
11;F;2011;Anouck;11
157;M;2016;Lucas;157
10;M;2014;Marlon;10
6;M;2011;Philémon;6
7;F;2017;Shana;7
6;M;2005;Lancelot;6
55;F;2012;Ambre;55
86;F;2011;Ava;86
15;F;2016;Lucy;15
5;F;2014;Marta;5
300;M;2011;Raphaël;300
17;M;2017;Soan;17
5;M;2005;Lazar;5
5;M;2012;Antonio;5
5;F;2011;Chahinez;5
14;F;2016;Malak;14
8;M;2014;Matéo;8
5;F;2011;Shaïma;5
21;M;2017;Sohan;21
16;F;2005;Lena;16
8;F;2012;Ashley;8
99;F;2011;Clara;99
5;M;2016;Manil;5
33;M;2014;Mathias;33
5;F;2011;Shannon;5
5;M;2017;Souheyl;5
7;F;2005;Lévana;7
12;F;2012;Aurore;12
130;M;2011;Clément;130
103;F;2016;Mathilde;103
6;F;2014;Mayar;6
18;F;2011;Solène;18
29;M;2017;Stanislas;29
5;F;2005;Lia;5
28;F;2012;Awa;28
17;M;2011;Damien;17
78;M;2016;Maxence;78
5;F;2014;Melissa;5
5;M;2011;Tancrède;5
68;M;2017;Théo;68
8;F;2005;Louison;13
5;F;2012;Barbara;5
7;F;2011;Djénéba;7
10;F;2016;Mayssa;10
103;F;2014;Mila;103
8;F;2011;Tasnim;8
7;F;2017;Tia;7
36;M;2005;Lucien;36
5;F;2012;Béatrice;5
5;M;2011;Dov;5
116;F;2016;Mila;116
8;M;2014;Mohamed-Amine;8
8;F;2011;Tiffany;8
8;F;2017;Yara;8
5;M;2005;Ludovic;5
5;F;2012;Catherine;5
16;F;2011;Eléa;16
11;F;2016;Naomie;11
10;M;2014;Morgan;10
37;M;2011;Vadim;37
8;M;2017;Younès;8
20;F;2005;Maïssa;20
46;F;2012;Céleste;46
12;F;2011;Éléa;12
9;F;2016;Nicole;9
13;M;2014;Mouhamed;13
13;M;2004;Adem;13
8;M;2017;Younous;8
9;F;2005;Maïwenn;9
9;M;2012;Célestin;9
5;F;2011;Éline;5
25;M;2016;Nils;25
25;M;2014;Nathanaël;25
6;M;2004;Adil;6
16;M;2017;Zacharie;16
5;F;2005;Mariana;5
34;M;2012;César;34
7;M;2011;Elior;7
30;M;2016;Nino;30
9;F;2014;Nawel;9
22;F;2004;Aïcha;22
11;F;2018;Aaliyah;11
48;F;2005;Marion;48
7;M;2012;Damien;7
69;F;2011;Elsa;69
33;F;2016;Noa;59
13;M;2014;Nelson;13
13;M;2004;André;13
7;F;2018;Aby;7
11;F;2005;Marthe;11
34;F;2012;Daphné;34
8;F;2011;Émilie;8
7;F;2016;Patricia;7
11;F;2014;Nelya;11
9;F;2004;Anne;9
10;F;2018;Adélaïde;10
19;M;2005;Matis;19
5;F;2012;Dyna;5
7;M;2011;Evann;7
23;M;2016;Ryan;23
66;M;2014;Nolan;66
27;F;2004;Ariane;27
7;M;2018;Aïdan;7
26;M;2005;Matteo;26
43;M;2012;Elie;43
23;F;2011;Farah;23
16;M;2016;Salim;16
20;M;2014;Ryan;20
6;M;2004;Aris;6
8;M;2018;Aksil;8
54;M;2005;Mattéo;54
52;F;2012;Ella;52
13;M;2011;Fares;13
43;F;2016;Sara;43
5;F;2014;Taïna;5
19;F;2004;Blandine;19
7;F;2018;Alexie;7
5;M;2005;Mohammad;5
17;F;2012;Ellie;17
9;F;2011;Fatim;9
9;F;2016;Serena;9
11;F;2014;Tal;11
20;M;2004;Bryan;20
25;F;2018;Aliénor;25
6;F;2005;Nicole;6
14;F;2012;Elya;14
108;F;2011;Gabrielle;108
6;M;2016;Shay;6
13;F;2014;Tessa;13
243;F;2004;Camille;275
8;M;2018;Amara;8
6;M;2005;Nil;6
5;F;2012;Emie;5
8;M;2011;Hayden;8
99;M;2016;Thomas;99
10;M;2014;Thiago;10
34;M;2004;Daniel;34
15;F;2018;Amélia;15
248;M;2005;Paul;248
5;M;2012;Enguerrand;5
7;M;2011;Henry;7
9;M;2016;Tony;9
208;M;2014;Victor;208
7;M;2004;Eddy;7
7;M;2018;Andrew;7
6;F;2005;Rim;6
46;M;2012;Esteban;46
14;M;2011;Ilan;14
9;M;2016;Xavier;9
36;F;2014;Violette;36
19;F;2004;Eléa;19
177;F;2018;Anna;177
92;F;2005;Romane;92
7;F;2012;Ève;7
31;M;2011;Ilyes;31
9;M;2017;Adil;9
5;M;2014;Yannick;5
22;M;2004;Eloi;22
12;F;2018;Athénaïs;12
9;F;2005;Safa;9
371;M;2012;Gabriel;371
6;F;2011;Irina;6
11;F;2017;Aïssata;11
7;M;2014;Yannis;7
9;F;2004;Émilie;9
66;M;2018;Baptiste;66
7;F;2005;Shanna;7
13;M;2012;Gaëtan;13
135;F;2011;Jade;135
201;F;2017;Alice;201
15;M;2014;Zacharie;15
9;M;2004;Emilien;9
74;M;2018;Charles;74
86;M;2005;Simon;86
6;F;2012;Hania;6
5;F;2011;Joyce;5
6;M;2017;Aloïs;6
35;F;2014;Zélie;35
180;M;2004;Enzo;180
9;M;2018;Clarence;9
34;F;2005;Solène;34
6;M;2012;Hassan;6
5;F;2011;Kayla;5
36;M;2017;Anatole;36
10;M;2015;Aboubakar;10
5;M;2004;Francesco;5
85;M;2018;Côme;85
13;M;2005;Souleymane;13
6;F;2012;Inna;6
21;M;2011;Lassana;21
44;M;2017;Andrea;44
7;M;2015;Aimé;7
11;M;2004;Gaston;11
6;M;2018;Constant;6
7;M;2005;Stan;7
7;M;2012;Issam;7
7;F;2011;Lauren;7
5;F;2017;Anne-Marie;5
15;F;2015;Amandine;15
9;F;2004;Guillemette;9
6;M;2018;Dany;6
7;M;2005;Swann;7
164;F;2012;Jeanne;164
7;F;2011;Léana;7
9;M;2017;Arthus;9
8;F;2015;Andrea;41
7;F;2004;Hélèna;7
83;F;2018;Diane;83
17;F;2005;Tara;17
9;F;2012;Johanna;9
20;F;2011;Louane;20
19;F;2017;Athénaïs;19
7;M;2015;Anes;7
6;M;2004;Ian;6
11;F;2018;Djeneba;11
10;M;2005;Thibaud;10
5;M;2012;Jonah;5
5;F;2011;Lou-Anne;5
5;F;2017;Aurélie;5
9;F;2015;Annaëlle;9
8;F;2019;Caroline;8
43;M;2018;Edgar;43
18;M;2005;Tiago;18
11;F;2012;Joy;11
33;M;2011;Luca;33
17;M;2017;Bastien;17
53;M;2015;Ayoub;53
8;F;2019;Hanaé;8
5;F;2018;Éléna;5
61;F;2005;Violette;61
16;M;2012;Kamil;16
41;F;2011;Lyna;41
6;M;2017;Brieuc;6
10;F;2015;Baya;10
8;F;2019;Meriem;8
23;M;2018;Elliot;23
5;M;2005;Yasser;5
7;F;2012;Kayla;7
7;F;2011;Maëlyne;7
5;F;2017;Caroline;5
83;M;2015;Côme;83
7;F;2019;Neyla;7
7;F;2018;Eulalie;7
9;M;2005;Zachary;9
5;F;2012;Lauren;5
9;F;2011;Maeva;9
6;M;2017;Charly;6
10;F;2015;Dalya;10
7;F;2019;Nicole;7
52;M;2018;Evan;52
6;M;2006;Abdou;6
134;F;2012;Léa;134
47;M;2011;Malo;47
5;F;2017;Christina;5
5;M;2015;Demba;5
7;F;2019;Rania;7
8;F;2018;Fatim;8
23;M;2006;Adem;23
19;M;2012;Léandre;19
69;F;2011;Margot;69
8;F;2017;Cléa;8
6;F;2015;Djeneba;6
7;F;2019;Tenzin;7
338;M;2018;Gabriel;338
9;M;2006;Alassane;9
10;F;2012;Léane;10
112;F;2011;Mathilde;112
7;M;2017;Clovis;7
32;F;2015;Eden;73
6;M;2019;Ayman;6
6;M;2018;Gaye;6
6;F;2006;Alba;6
7;F;2012;Leila;7
13;F;2011;Maylis;13
7;F;2017;Divine;7
6;M;2015;Élias;6
6;M;2019;Eddy;6
10;F;2018;Halima;10
5;M;2006;Alec;5
6;F;2012;Leïna;6
8;F;2011;Meriem;8
56;M;2017;Eden;56
17;M;2015;Elijah;17
6;M;2019;Enguerrand;6
42;F;2018;Hanna;42
5;F;2006;Alessandra;5
84;F;2012;Léonie;84
7;F;2011;Nadia;7
5;M;2017;Edmond;5
44;F;2015;Elisa;44
6;M;2019;Marwan;6
5;F;2018;Hidaya;5
29;F;2006;Alexia;29
7;F;2012;Lily-Rose;7
59;M;2011;Naël;59
13;M;2017;Eliot;13
32;F;2015;Élise;32
6;M;2019;Seydina;6
15;F;2018;Imane;15
6;M;2006;Alexy;6
9;F;2012;Liya;9
5;F;2011;Nala;5
12;M;2017;Elliott;12
27;F;2015;Eloïse;27
6;M;2019;Shady;6
10;F;2018;Jane;10
38;F;2006;Alicia;38
60;F;2012;Lola;60
7;F;2011;Nicole;7
14;F;2017;Éloïse;14
6;F;2015;Emi;6
6;F;2019;Cassandra;6
18;M;2018;Johan;18
14;M;2006;Allan;14
13;F;2012;Louane;13
19;M;2011;Nils;19
18;F;2017;Émilie;18
18;M;2015;Emile;18
6;F;2019;Teresa;6
5;F;2018;Junon;5
10;M;2006;Anas;10
6;F;2012;Lyana;6
57;F;2011;Nour;57
14;F;2017;Estelle;14
5;M;2015;Éthan;5
5;M;2019;Louison;5
5;F;2018;Laure;5
8;F;2019;Louane;8
12;F;2012;Maëva;12
23;M;2011;Ousmane;23
19;F;2017;Eugénie;19
140;F;2015;Eva;140
5;M;2019;Robinson;5
9;F;2018;Léopoldine;9
8;F;2019;Lynn;8
5;M;2012;Mamoudou;5
5;F;2011;Paula;5
9;F;2017;Eya;9
8;F;2015;Félicie;8
5;F;2019;Bertille;5
7;M;2018;Lewis;7
8;F;2019;Martha;8
9;M;2012;Manuel;9
6;F;2011;Quitterie;6
5;F;2017;Gina;5
5;M;2015;Felix;5
5;F;2019;Odélia;5
30;F;2018;Lilia;30
8;F;2019;Zeynab;8
34;M;2012;Marceau;34
165;M;2011;Sacha;165
13;F;2017;Hafsa;13
5;F;2015;Fiona;5
142;M;2020;Alexandre;142
147;F;2018;Lina;147
7;M;2019;Aden;7
7;M;2012;Marco;7
7;F;2011;Safa;7
23;F;2017;Hana;23
6;M;2015;Firas;6
103;F;2020;Alix;103
24;F;2018;Louison;33
7;M;2019;Nelson;7
99;M;2012;Martin;99
7;M;2011;Salim;7
5;M;2017;Hédi;5
5;M;2015;Frédéric;5
103;F;2020;Juliette;103
6;F;2018;Lucy;6
7;F;2019;Selena;7
30;M;2012;Mathieu;30
10;M;2011;Selyan;10
42;M;2017;Ilyes;42
355;M;2015;Gabriel;355
89;F;2020;Mia;89
71;F;2018;Madeleine;71
7;F;2019;Sonia;7
7;M;2012;Moustapha;7
23;M;2011;Souleymane;23
63;F;2017;Léna;63
7;F;2015;Gloria;7
87;M;2020;Naël;87
21;F;2018;Maëlle;21
6;M;2019;Ron;6
15;F;2012;Oumou;15
5;M;2011;Tyron;5
221;F;2017;Louise;221
7;F;2015;Hajar;7
67;M;2020;Abel;67
18;F;2018;Mariama;18
6;M;2019;Sidy;6
19;M;2012;Ousmane;19
89;M;2011;Valentin;89
56;M;2017;Lucien;56
6;M;2015;Idir;6
63;F;2020;Céleste;63
5;M;2018;Marlon;5
6;F;2019;Calypso;6
19;M;2012;Owen;19
67;F;2004;Adèle;67
5;F;2017;Luisa;5
5;M;2015;Imad;5
60;F;2020;Mariam;60
5;F;2018;Mathilda;5
6;F;2019;Evy;6
17;F;2012;Rania;17
14;F;2004;Annabelle;14
5;F;2017;Lynn;5
47;F;2015;Inaya;47
57;M;2020;Clément;57
23;M;2018;Milan;23
6;F;2019;Ivana;6
13;F;2012;Rebecca;13
16;M;2004;Anton;16
8;F;2017;Maeva;8
5;F;2015;Isée;5
52;M;2020;Théodore;52
12;M;2018;Mouhamed;12
6;F;2019;Johanna;6
156;M;2012;Sacha;156
11;M;2004;Antony;11
6;M;2017;Mahdi;6
13;M;2015;Kevin;13
50;M;2020;Lucien;50
43;M;2018;Naïm;43
6;F;2019;Kadidia;6
5;F;2012;Salimata;5
48;M;2004;Basile;48
29;M;2017;Marc;29
9;F;2015;Khadidja;9
44;M;2020;Ahmed;44
7;M;2018;Nathaniel;7
6;F;2019;Lyanna;6
23;F;2012;Salma;23
25;F;2004;Cassandra;25
63;F;2017;Marie;63
5;F;2015;Lea;5
37;M;2020;Nino;37
14;M;2018;Nils;14
6;F;2019;Malak;6
9;F;2012;Sharon;9
9;F;2004;Chaïma;9
5;M;2017;Mazen;5
69;F;2015;Léonie;69
37;M;2020;Pablo;37
28;F;2018;Noa;57
6;F;2019;Myla;6
8;F;2012;Sienna;8
105;F;2004;Clémence;105
7;M;2017;Mendel;7
6;F;2015;Liel;6
37;M;2020;Roméo;37
103;M;2018;Noé;103
5;M;2019;Billy;5
8;F;2012;Sira;8
7;F;2004;Cléophée;7
33;F;2017;Myriam;33
6;F;2015;Lital;6
36;M;2020;Jad;36
63;M;2018;Octave;63
5;M;2019;Kaïss;5
24;M;2012;Sofiane;24
51;F;2004;Constance;51
9;F;2017;Nadia;9
21;F;2015;Louna;21
36;F;2020;Thaïs;36
25;M;2018;Owen;25
5;M;2019;Lewis;5
27;F;2012;Syrine;27
10;F;2004;Delphine;10
5;M;2017;Neyl;5
20;M;2015;Lyam;20
33;F;2020;Esther;33
39;M;2018;Pablo;39
5;M;2019;Marley;5
8;M;2012;Tao;8
19;F;2004;Dounia;19
37;M;2017;Nicolas;37
74;M;2015;Maël;74
31;M;2020;Idriss;31
7;F;2018;Paula;7
5;M;2019;Silas;5
5;M;2012;Tobias;5
6;F;2004;Eliane;6
59;M;2017;Nolan;59
5;M;2015;Malek;5
31;M;2020;Jonas;31
7;F;2018;Séréna;7
5;M;2019;Solan;5
11;M;2012;Yoan;11
24;M;2004;Elliot;24
9;M;2017;Racim;9
36;M;2015;Mamadou;36
30;F;2020;Emy;30
8;F;2018;Solveig;8
5;M;2019;Ziad;5
112;F;2012;Zoé;112
5;M;2004;Felix;5
40;F;2017;Raphaëlle;40
14;F;2015;Mariama;14
22;M;2020;Lazare;22
48;F;2018;Sophia;48
5;F;2019;Anita;5
9;M;2013;Abdallah;9
56;M;2004;Grégoire;56
7;F;2017;Safa;7
17;F;2015;Marion;17
22;F;2020;Chiara;22
5;F;2018;Tania;5
5;F;2019;Audrey;5
8;M;2013;Alassane;8
8;F;2004;Hana;8
17;M;2017;Sandro;17
43;F;2015;Maryam;43
21;M;2020;Mathias;21
129;F;2018;Victoire;129
5;F;2019;Chana;5
7;M;2013;Alec;7
22;F;2004;Hortense;22
5;M;2017;Selyan;5
6;F;2015;Mélanie;6
21;F;2020;Yaël;21
7;M;2018;Yassin;7
5;F;2019;Élina;5
8;F;2013;Alyssa;8
9;F;2004;Sibylle;9
96;M;2017;Simon;96
5;F;2015;Mélisande;5
20;F;2020;Valentina;20
9;M;2018;Yazid;9
5;F;2019;Gaëlle;5
17;M;2013;Ange;17
18;F;2004;Sirine;18
45;F;2017;Sophia;45
132;F;2015;Mila;132
19;M;2020;Olivier;19
164;M;2019;Gaspard;164
5;F;2019;Joey;5
5;F;2013;Anouck;5
46;F;2004;Sophie;46
23;M;2017;Tiago;23
8;M;2015;Nadir;8
16;F;2020;Paula;16
127;M;2019;Hugo;127
5;F;2019;Luisa;5
82;F;2013;Apolline;82
12;F;2004;Tara;12
6;F;2017;Yaël;6
16;M;2015;Rafaël;16
15;M;2020;Abdoul;15
115;M;2019;Augustin;115
5;F;2019;Maylis;5
21;F;2013;Asma;21
6;M;2004;Térence;6
8;M;2017;Yahya;8
61;M;2015;Robin;61
15;M;2020;Boubacar;15
106;F;2019;Olivia;106
252;M;2020;Raphaël;252
5;F;2013;Assil;5
5;F;2004;Thalie;5
7;F;2018;Ada;7
6;F;2015;Rokia;6
15;M;2020;Malik;15
82;F;2019;Suzanne;82
138;F;2020;Anna;138
18;M;2013;Bastien;18
34;M;2004;Théophile;34
20;M;2018;Alban;20
11;F;2015;Rosa;11
15;F;2020;Émilie;15
52;M;2019;Léopold;52
113;M;2020;Noé;113
14;F;2013;Bianca;14
15;M;2004;Tony;15
18;F;2018;Amy;18
6;F;2015;Sabrina;6
14;M;2020;Mady;14
49;F;2019;Elsa;49
86;M;2020;Ismaël;86
7;M;2013;Bradley;7
13;F;2004;Viviane;13
14;M;2018;Andréa;14
13;M;2015;Samba;13
13;F;2020;Bella;13
47;F;2019;Marie;47
49;M;2020;Imran;49
187;F;2013;Camille;258
19;M;2004;Xavier;19
22;M;2018;Anton;22
31;F;2015;Thaïs;31
13;F;2020;Serena;13
45;M;2019;Naïm;45
46;F;2020;Mathilde;46
12;F;2013;Castille;12
56;M;2004;Yann;56
33;M;2018;Aylan;33
16;F;2015;Théa;16
12;M;2020;Aloïs;12
45;F;2019;Maria;45
43;F;2020;Liv;43
13;M;2013;Célestin;13
5;F;2005;Aïssé;5
21;F;2018;Bianca;21
18;F;2015;Thelma;18
12;M;2020;André;12
43;M;2019;Nicolas;43
40;M;2020;Benjamin;40
12;F;2013;Cléo;12
12;M;2005;Alexander;12
6;M;2018;Blaise;6
71;M;2015;Théo;71
12;M;2020;Quentin;12
40;M;2019;Roméo;40
40;M;2020;Gabin;40
5;M;2013;Cyprien;5
32;M;2005;Ali;32
17;F;2018;Cassandre;17
55;M;2015;Tom;55
11;M;2020;Nahel;11
34;M;2019;Nino;34
39;M;2020;Pierre;39
6;F;2013;Dalia;6
8;M;2005;Aloïs;8
8;F;2018;Cassiopée;8
9;M;2015;Tony;9
11;M;2020;Titouan;11
34;F;2019;Aliyah;34
33;M;2020;Naïm;33
16;M;2013;Damien;16
13;F;2005;Amel;13
6;F;2018;Catherine;6
20;F;2015;Valentina;20
10;M;2020;Jason;10
30;M;2019;Nathanaël;30
29;F;2020;Mya;29
5;F;2013;Dania;5
21;M;2005;Amir;21
19;F;2018;Céline;19
5;F;2015;Valeria;5
10;F;2020;Amalia;10
28;F;2019;Hana;28
26;F;2020;Sophie;26
45;F;2013;Daphné;45
30;M;2005;Anthony;30
19;F;2018;Charline;19
9;M;2015;Warren;9
10;F;2020;Farah;10
22;M;2019;Aurélien;22
25;F;2020;Norah;25
22;F;2013;Dina;22
5;F;2005;Aurelia;5
18;F;2018;Clémentine;18
36;M;2016;Ahmed;36
10;F;2020;Leya;10
21;M;2019;Hippolyte;21
21;F;2020;Lison;21
66;F;2013;Elisa;66
15;F;2005;Bertille;15
14;F;2018;Elia;14
